,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300749,顶固集创,0.28,366.67,4.37,6.72,-0.14,2427.25,352.04,,09-04
1,603810,丰山集团,1.43,,10.08,14.87,0.87,8557.67,,,09-04
2,002937,兴瑞科技,0.35,,2.72,12.9,0.26,4832.41,,,09-03
3,600292,远达环保,0.05,25.0,,0.78,,3813.29,26.54,,08-31
4,000913,钱江摩托,0.15,36.36,,2.75,,6738.68,33.04,,08-31
5,601618,中国中冶,0.12,9.09,,3.75,,290719.7,8.69,,08-31
6,002605,姚记扑克,0.11,24.47,,2.74,,4442.39,24.39,,08-31
7,601727,上海电气,0.12,18.48,,3.14,,176602.3,29.95,,08-31
8,600369,西南证券,0.05,-16.67,,1.58,,30469.11,-16.91,,08-31
9,600753,东方银星,0.03,106.25,,2.61,,426.82,108.92,,08-31
10,601866,中远海发,0.03,-68.99,,2.0,,32699.75,-69.0,,08-31
11,600074,*ST保千,-0.09,-160.0,,,,-22217.98,-160.33,,08-31
12,600485,信威集团,-0.15,-161.4,,-4.59,,-44874.46,-161.73,,08-31
13,600843,上工申贝,0.18,-20.47,,4.56,,10016.13,-20.49,,08-31
14,000679,大连友谊,-0.21,-846.43,,-5.16,,-7464.65,-846.02,,08-31
15,600877,ST嘉陵,-0.23,-312.88,,,,-16022.43,-312.81,,08-31
16,603111,康尼机电,-0.63,-493.75,,-17.1,,-60789.19,-628.47,,08-31
17,600165,新日恒力,-0.01,-66.67,,-0.49,,-422.53,-65.02,,08-31
18,002492,恒基达鑫,0.08,-14.82,,2.71,,3305.64,-14.79,,08-31
19,000815,美利云,0.04,-500.0,,1.25,,2511.01,-817.71,,08-31
20,600236,桂冠电力,0.21,75.0,,8.45,,126714.77,70.79,,08-31
21,603337,杰克股份,0.72,1.41,,9.97,,22001.11,57.34,,08-31
22,000061,农产品,-0.01,-273.33,,-0.37,,-1760.8,-273.39,,08-31
23,600654,ST中安,-0.07,75.0,,-4.53,,-9615.6,72.8,,08-31
24,000965,天保基建,0.22,29.41,,4.56,,23884.25,37.49,,08-31
25,000982,*ST中绒,-0.22,27.05,,-23.05,,-39413.57,27.05,,08-31
26,000552,靖远煤电,0.15,21.75,,4.66,,34019.88,21.74,,08-31
27,600037,歌华有线,0.26,-3.45,,2.86,,36582.31,-3.43,,08-31
28,603718,海利生物,0.05,-37.79,,2.95,,3205.12,-40.46,,08-31
29,600469,风神股份,-0.16,-20.0,,-4.8,,-8992.88,-20.06,,08-31
30,600152,维科技术,0.12,-2.4,,3.99,,5565.36,51.42,,08-31
31,600900,长江电力,0.39,5.16,,6.24,,852242.41,5.15,,08-31
32,603165,荣晟环保,0.68,-54.36,,11.04,,12275.25,-32.08,,08-31
33,000780,平庄能源,-0.02,-115.38,,-0.51,,-2310.43,-117.04,,08-31
34,000800,一汽轿车,0.05,-70.1,,1.01,,8091.24,-70.08,,08-31
35,600617,国新能源,0.01,-87.57,,0.34,,1248.65,-87.55,,08-31
36,601021,春秋航空,0.83,20.29,,6.54,,72674.27,31.19,,08-31
37,600241,时代万恒,-0.12,1425.0,,-2.52,,-3578.93,1982.7,,08-31
38,600637,东方明珠,0.47,1.03,,4.41,,124010.36,1.35,,08-31
39,601111,中国国航,0.25,0.0,,3.92,,346851.9,4.27,,08-31
40,002551,尚荣医疗,0.14,0.0,,4.18,,9601.03,0.74,,08-31
41,601258,庞大集团,0.04,0.0,,1.93,,25856.31,-12.82,,08-31
42,000413,东旭光电,0.15,15.38,,2.74,,85829.61,34.98,,08-31
43,000951,中国重汽,0.72,1.41,,8.45,,48371.12,1.01,,08-31
44,601688,华泰证券,0.44,5.53,,3.58,,315889.84,5.53,10派3,08-31
45,000539,粤电力A,0.09,248.98,,1.88,,44883.35,248.65,,08-31
46,000601,韶能股份,0.19,-36.67,,4.48,,20395.85,-36.69,,08-31
47,600068,葛洲坝,0.36,15.29,,6.49,,195297.37,12.64,,08-31
48,600119,长江投资,-0.89,-1875.4,,-43.16,,-27289.04,-1993.12,,08-31
49,000712,锦龙股份,-0.05,-149.09,,-1.31,,-4825.42,-149.88,,08-31
50,600917,重庆燃气,0.12,0.0,,4.96,,19094.29,1.49,,08-31
51,603177,德创环保,-0.02,-133.33,,-0.67,,-353.8,-130.82,,08-31
52,600571,信雅达,0.02,-80.0,,0.47,,711.57,-84.08,,08-31
53,601007,金陵饭店,0.16,-3.09,,3.35,,4707.29,-3.26,,08-31
54,601126,四方股份,0.04,3.23,,0.86,,3372.71,3.15,,08-31
55,600291,西水股份,0.29,-86.43,,2.55,,31972.23,-86.43,,08-31
56,000912,*ST天化,0.46,-760.0,,,,27052.92,-797.28,,08-31
57,002250,联化科技,0.01,-95.0,,0.16,,914.54,-94.57,,08-31
58,600350,山东高速,0.5,89.02,,8.72,,239955.74,88.61,,08-31
59,000976,华铁股份,0.09,3.53,,3.37,,14038.1,3.41,,08-31
60,601111,中国国航,0.25,0.0,,3.92,,346851.9,4.27,,08-31
61,000061,农产品,-0.01,-273.33,,-0.37,,-1760.8,-273.39,,08-31
62,600654,ST中安,-0.07,75.0,,-4.53,,-9615.6,72.8,,08-31
63,000965,天保基建,0.22,29.41,,4.56,,23884.25,37.49,,08-31
64,000982,*ST中绒,-0.22,27.05,,-23.05,,-39413.57,27.05,,08-31
65,000552,靖远煤电,0.15,21.75,,4.66,,34019.88,21.74,,08-31
66,600037,歌华有线,0.26,-3.45,,2.86,,36582.31,-3.43,,08-31
67,603718,海利生物,0.05,-37.79,,2.95,,3205.12,-40.46,,08-31
68,600469,风神股份,-0.16,-20.0,,-4.8,,-8992.88,-20.06,,08-31
69,600152,维科技术,0.12,-2.4,,3.99,,5565.36,51.42,,08-31
70,600900,长江电力,0.39,5.16,,6.24,,852242.41,5.15,,08-31
71,600917,重庆燃气,0.12,0.0,,4.96,,19094.29,1.49,,08-31
72,603177,德创环保,-0.02,-133.33,,-0.67,,-353.8,-130.82,,08-31
73,600571,信雅达,0.02,-80.0,,0.47,,711.57,-84.08,,08-31
74,601007,金陵饭店,0.16,-3.09,,3.35,,4707.29,-3.26,,08-31
75,601126,四方股份,0.04,3.23,,0.86,,3372.71,3.15,,08-31
76,002551,尚荣医疗,0.14,0.0,,4.18,,9601.03,0.74,,08-31
77,601258,庞大集团,0.04,0.0,,1.93,,25856.31,-12.82,,08-31
78,000413,东旭光电,0.15,15.38,,2.74,,85829.61,34.98,,08-31
79,000951,中国重汽,0.72,1.41,,8.45,,48371.12,1.01,,08-31
80,601688,华泰证券,0.44,5.53,,3.58,,315889.84,5.53,10派3,08-31
81,000539,粤电力A,0.09,248.98,,1.88,,44883.35,248.65,,08-31
82,000601,韶能股份,0.19,-36.67,,4.48,,20395.85,-36.69,,08-31
83,600068,葛洲坝,0.36,15.29,,6.49,,195297.37,12.64,,08-31
84,600119,长江投资,-0.89,-1875.4,,-43.16,,-27289.04,-1993.12,,08-31
85,000712,锦龙股份,-0.05,-149.09,,-1.31,,-4825.42,-149.88,,08-31
86,000737,*ST南风,-0.21,-28.58,,,,-11423.45,-28.59,,08-31
87,600182,S佳通,0.12,132.44,,4.72,,4140.86,132.38,,08-31
88,600199,金种子酒,0.01,17.39,,0.27,,600.58,18.0,,08-31
89,600611,大众交通,0.12,-1.53,,3.08,,27936.16,2.1,,08-31
90,601012,隆基股份,0.47,-24.19,,8.84,,130698.48,5.73,,08-31
91,000835,长城动漫,0.02,-79.66,,1.22,,594.33,-79.67,,08-31
92,603336,宏辉果蔬,0.19,-26.92,,4.24,,3352.43,-4.02,,08-31
93,600291,西水股份,0.29,-86.43,,2.55,,31972.23,-86.43,,08-31
94,000912,*ST天化,0.46,-760.0,,,,27052.92,-797.28,,08-31
95,002250,联化科技,0.01,-95.0,,0.16,,914.54,-94.57,,08-31
96,600350,山东高速,0.5,89.02,,8.72,,239955.74,88.61,,08-31
97,000976,华铁股份,0.09,3.53,,3.37,,14038.1,3.41,,08-31
98,600751,海航科技,-0.0,-103.49,,-0.01,,-83.0,-103.34,,08-31
99,600787,中储股份,0.04,-19.73,4.84,0.74,,7883.95,-19.72,,08-31
100,000657,中钨高新,0.12,25.51,,2.35,,7362.77,25.53,,08-31
101,600145,*ST新亿,0.03,1033.33,,0.02,,4669.12,1046.67,,08-31
102,002427,*ST尤夫,0.06,-81.26,,1.27,,2314.73,-81.16,,08-31
103,000018,神州长城,0.08,-47.0,,6.61,,14399.95,-46.39,,08-31
104,000036,华联控股,0.33,-63.88,,8.27,,38037.36,-63.84,,08-31
105,600653,申华控股,-0.11,26.79,,-13.02,,-22116.76,26.75,,08-31
106,000150,宜华健康,0.39,70.53,,7.47,,17539.59,70.54,,08-31
107,600690,青岛海尔,0.8,9.78,,14.1,,485879.55,9.75,,08-31
108,000425,徐工机械,0.15,86.08,,4.73,,110403.01,100.62,,08-31
109,600707,彩虹股份,-0.04,-63.0,,-0.66,,-13376.46,81.01,,08-31
110,000981,银亿股份,0.17,55.96,,3.76,,68331.98,105.03,,08-31
111,600775,南京熊猫,0.06,13.65,,1.51,,5101.95,13.67,,08-31
112,600811,东方集团,0.14,30.08,,2.6,,52538.48,30.11,,08-31
113,600078,澄星股份,0.02,-33.33,,0.57,,1077.0,-46.61,,08-31
114,000729,燕京啤酒,0.18,3.45,,3.87,,50666.33,3.06,,08-31
115,600967,内蒙一机,0.17,47.41,,3.63,,28890.61,47.28,,08-31
116,600587,新华医疗,0.14,-33.33,,1.71,,5697.44,-32.22,,08-31
117,000806,银河生物,-0.06,186.53,,-2.93,,-6077.13,187.02,,08-31
118,002180,纳思达,0.3,-128.99,,7.45,,31254.22,-130.78,,08-31
119,002501,利源精制,-0.07,-125.93,,-1.12,,-8901.94,-128.43,,08-31
120,600247,*ST成城,0.07,-107.35,,153.11,,2434.17,-107.39,,08-31
121,601118,海南橡胶,-0.09,193.65,,-4.39,,-38509.42,210.94,,08-31
122,000066,中国长城,0.09,-12.37,,3.88,,25077.28,-12.13,,08-31
123,000885,城发环境,0.58,124.75,,14.31,,28758.97,126.38,,08-31
124,000157,中联重科,0.11,-26.67,,2.27,,86421.79,-23.63,,08-31
125,600745,闻泰科技,-0.28,-203.7,,-5.14,,-17730.89,-201.47,,08-31
126,000988,华工科技,0.18,-10.0,,3.4,,18062.32,2.55,,08-31
127,600817,ST宏盛,0.0,-119.72,,0.23,,22.17,-119.31,,08-31
128,600083,博信股份,0.06,-1075.0,,18.96,,1345.81,-1070.16,,08-31
129,600477,杭萧钢构,0.2,-24.14,,11.49,,35282.41,-1.53,,08-31
130,000670,盈方微,-0.06,-1034.43,,-13.34,,-4654.17,-1041.71,,08-31
131,000690,宝新能源,0.22,83.33,,5.61,,48773.44,82.54,,08-31
132,600870,*ST厦华,-0.01,143.14,,,,-648.62,144.72,,08-31
133,603100,川仪股份,0.25,38.89,,4.92,,9989.02,40.93,,08-31
134,600887,伊利股份,0.57,3.64,,12.79,,344583.09,2.43,,08-31
135,600157,永泰能源,0.03,32.2,,1.37,,33657.59,32.16,,08-31
136,600975,新五丰,-0.09,-250.0,,-4.82,,-5609.37,-236.37,,08-31
137,002474,榕基软件,0.04,21.26,,1.76,,2521.81,21.27,,08-31
138,000792,盐湖股份,-0.42,125.71,,-6.02,,-117915.67,125.67,,08-31
139,000010,美丽生态,-0.1,86.51,,-7.64,,-8498.6,86.54,,08-31
140,000333,美的集团,1.97,17.96,,16.43,,1293684.6,19.66,,08-31
141,002266,浙富控股,0.03,23.85,,2.04,,6371.48,23.85,,08-31
142,000504,南华生物,-0.05,28.5,,-91.32,,-1544.99,28.36,,08-31
143,000957,中通客车,0.05,-50.0,,1.09,,3056.2,-50.36,,08-31
144,002619,艾格拉斯,0.14,75.0,,4.44,,26370.04,122.35,,08-31
145,601857,中国石油,0.15,114.49,,2.24,,2708600.0,113.71,10派0.888,08-31
146,601901,方正证券,0.03,-70.0,4.55,0.55,-0.45,20583.19,-75.03,,08-31
147,600804,鹏博士,0.17,-39.29,,3.44,,25029.19,-35.91,,08-31
148,600072,中船科技,0.01,-38.89,,0.22,,818.61,-38.98,,08-31
149,000627,天茂集团,0.17,13.33,,4.43,,84750.93,35.42,10派0.3,08-31
150,002089,新海宜,0.01,-76.23,,0.76,,1331.04,-76.24,,08-31
151,600875,东方电气,0.17,6.25,,1.93,,51429.88,36.39,,08-31
152,600162,香江控股,0.02,-80.39,,1.15,,6814.87,-79.37,,08-31
153,002447,晨鑫科技,0.06,50.0,,4.18,,8883.7,140.82,,08-31
154,603922,金鸿顺,0.3,-46.43,,3.39,,3842.26,-28.9,,08-31
155,600960,渤海汽车,0.08,-35.94,,1.7,,7712.08,-35.91,,08-31
156,600635,大众公用,0.04,-42.86,,1.76,,12606.48,-37.82,,08-31
157,000839,中信国安,-0.0,-100.16,,-0.01,,-37.7,-100.16,,08-31
158,600259,广晟有色,-0.1,-9.09,,-1.56,,-3013.79,-6.61,,08-31
159,600652,游久游戏,0.02,-60.78,,0.98,,1690.02,-59.92,,08-31
160,002862,实丰文化,0.18,-30.48,,2.56,,1405.66,-18.57,,08-31
161,000403,ST生化,0.24,52.94,,11.33,,6671.32,49.62,,08-31
162,600689,上海三毛,0.01,-95.35,2.29,0.35,,161.16,-95.33,,08-31
163,000936,华西股份,0.11,22.22,,2.16,,9804.82,18.81,,08-31
164,601633,长城汽车,0.4,52.73,,7.3,,369579.93,52.73,,08-31
165,600739,辽宁成大,0.3,-47.68,,2.25,,45408.43,-47.68,,08-31
166,001896,豫能控股,-0.27,519.41,,-5.04,,-31213.66,539.43,,08-31
167,600016,民生银行,0.68,-11.69,8.84,7.91,-3.71,2961800.0,5.45,,08-31
168,000593,大通燃气,0.03,3.85,,0.87,,962.56,3.12,,08-31
169,601996,丰林集团,0.07,0.0,,3.56,,6811.97,1.95,,08-31
170,600060,海信电器,0.27,-12.54,,2.52,,34716.17,-12.34,,08-31
171,600077,宋都股份,0.09,650.0,,3.07,,11612.82,623.43,,08-31
172,000022,深赤湾A,0.49,14.22,,6.79,,31606.03,14.35,,08-31
173,000825,太钢不锈,0.5,283.08,,10.1,,283578.88,283.23,,08-31
174,000040,东旭蓝天,0.99,771.68,,10.88,,131740.75,769.56,,08-31
175,600658,电子城,0.31,244.44,,5.33,,34667.79,386.55,,08-31
176,601186,中国铁建,0.56,16.67,,5.53,,800870.0,22.78,,08-31
177,000156,华数传媒,0.22,2.98,,3.02,,31691.69,2.97,,08-31
178,600302,标准股份,-0.08,-5685.71,,-2.26,,-2707.48,-5560.82,,08-31
179,000410,沈阳机床,0.03,-104.62,,2.88,,2524.8,-105.08,,08-31
180,000923,河北宣工,0.09,-279.59,,0.87,,5760.11,-697.1,,08-31
181,000518,四环生物,0.0,-94.59,,0.16,,102.87,-94.61,,08-31
182,600360,华微电子,0.07,52.17,,2.35,,5035.22,47.28,,08-31
183,600744,华银电力,-0.01,-96.11,,-0.62,,-1852.9,-95.95,,08-31
184,601801,皖新传媒,0.44,4.76,,9.28,,87351.45,5.27,,08-31
185,002340,格林美,0.11,57.14,,5.33,,41121.68,50.83,,08-31
186,600082,海泰发展,0.01,-146.91,,0.55,,933.28,-147.04,,08-31
187,600833,第一医药,0.1,-13.64,,3.11,,2119.86,-13.58,,08-31
188,002712,思美传媒,0.51,10.87,,5.17,,17409.32,28.67,10转7,08-31
189,000669,金鸿控股,0.27,-24.01,,4.32,,18199.43,5.39,,08-31
190,600853,龙建股份,0.04,1.13,,1.77,,2114.38,11.33,10派0.1,08-31
191,000762,西藏矿业,-0.07,14.22,,-1.74,,-3723.48,14.18,,08-31
192,600626,申达股份,0.11,31.05,,3.06,,8007.58,31.09,,08-31
193,000048,*ST康达,0.18,-318.7,,6.62,,6990.89,-318.58,,08-31
194,600645,中源协和,0.7,3400.0,,16.67,,27020.76,3121.37,,08-31
195,002856,美芝股份,0.16,-40.79,,2.9,,1914.82,-18.81,,08-31
196,603399,吉翔股份,0.42,250.0,,10.48,,23013.2,278.04,,08-31
197,002586,围海股份,0.09,276.83,,2.23,,9977.03,332.53,,08-31
198,600749,*ST藏旅,-0.08,-43.37,,-2.15,,-1590.21,-37.68,,08-31
199,600008,首创股份,0.04,-19.14,,1.69,,20962.33,-19.22,,08-31
200,000561,烽火电子,0.03,0.0,,1.54,,1984.79,20.47,,08-31
201,600401,*ST海润,-0.13,19.13,,-67.23,,-59740.78,19.11,,08-31
202,002024,苏宁易购,0.65,2055.33,,7.57,,600310.7,1959.41,,08-31
203,000606,顺利办,0.08,-255.86,,2.16,,6005.12,-255.92,,08-31
204,000626,远大控股,-0.06,-115.04,,-1.47,,-3718.87,-115.05,,08-31
205,600500,中化国际,0.31,72.22,,5.84,,64652.91,73.91,,08-31
206,603228,景旺电子,0.96,24.68,,11.49,,39112.45,23.82,,08-31
207,000797,中国武夷,0.08,58.0,,1.47,,7955.83,46.92,,08-31
208,000016,深康佳A,0.14,1008.59,,4.19,,34179.3,1007.16,,08-31
209,600634,*ST富控,-0.83,-930.0,,-27.19,,-47567.62,-941.37,,08-31
210,000058,深赛格,0.08,95.06,,5.01,,9766.7,95.3,,08-31
211,600651,飞乐音响,-0.42,-239.26,,-13.04,,-41111.46,-240.17,,08-31
212,000876,新希望,0.2,-25.93,,3.97,,84604.47,-25.2,,08-31
213,000897,津滨发展,-0.01,-39.5,,-2.0,,-2330.84,-39.51,,08-31
214,000917,电广传媒,-0.02,-122.22,,-0.35,,-3532.92,-128.96,,08-31
215,000422,*ST宜化,0.2,752.17,,24.93,,23821.43,188.43,,08-31
216,600705,中航资本,0.18,28.57,,6.67,,157359.74,23.36,,08-31
217,601558,ST锐电,0.0,-99.0,,0.31,,404.67,-99.07,,08-31
218,600331,宏达股份,0.01,-89.61,,0.26,,1292.77,-89.67,,08-31
219,000567,海德股份,0.17,-31.88,,2.31,,5052.17,34.93,,08-31
220,002013,中航机电,0.08,14.29,,3.29,,28928.07,60.5,,08-31
221,600033,福建高速,0.15,-3.91,,4.48,,39784.33,-3.93,,08-31
222,000592,平潭发展,0.01,229.41,,0.34,,1075.33,222.45,,08-31
223,000611,天首发展,-0.09,254.62,,-5.9,,-2967.83,254.12,,08-31
224,603800,道森股份,0.11,91.59,,2.41,,2275.51,91.76,,08-31
225,600149,ST坊展,-0.02,50.0,,-3.94,,-789.5,44.01,,08-31
226,600172,黄河旋风,0.08,37.19,3.32,2.53,,12255.63,42.09,,08-31
227,600568,中珠医疗,0.03,-88.16,,0.95,,5733.14,-66.89,,08-31
228,600265,ST景谷,-0.1,42.86,,,,-1242.15,42.45,,08-31
229,000063,中兴通讯,-1.87,-440.0,5.26,-29.71,-1.2,-782419.0,-441.24,,08-31
230,000882,华联股份,0.11,952.43,,3.75,,29670.6,1001.02,,08-31
231,000409,*ST地矿,-0.35,148.86,,-28.72,,-17878.64,148.89,,08-31
232,600319,亚星化学,0.05,116.67,,40.12,,1637.11,119.9,,08-31
233,000517,荣安地产,0.05,-62.85,,4.04,,17456.1,-62.84,,08-31
234,601669,中国电建,0.27,2.12,,5.38,,405730.2,9.49,,08-31
235,600760,中航沈飞,0.07,-187.5,,1.39,,9974.74,-467.44,,08-31
236,002323,*ST百特,0.01,-94.69,,0.73,,616.31,-94.71,,08-31
237,000573,粤宏远A,-0.05,-142.67,,-1.85,,-3082.29,-144.27,,08-31
238,002018,*ST华信,-0.3,-372.73,,-21.38,,-68040.52,-383.98,,08-31
239,600039,四川路桥,0.13,6.69,,3.59,,47805.54,27.52,,08-31
240,600074,*ST保千,-0.09,-160.0,,,,-22217.98,-160.33,,08-31
241,600485,信威集团,-0.15,-161.4,,-4.59,,-44874.46,-161.73,,08-31
242,600843,上工申贝,0.18,-20.47,,4.56,,10016.13,-20.49,,08-31
243,000679,大连友谊,-0.21,-846.43,,-5.16,,-7464.65,-846.02,,08-31
244,600877,ST嘉陵,-0.23,-312.88,,,,-16022.43,-312.81,,08-31
245,603111,康尼机电,-0.63,-493.75,,-17.1,,-60789.19,-628.47,,08-31
246,600165,新日恒力,-0.01,-66.67,,-0.49,,-422.53,-65.02,,08-31
247,002492,恒基达鑫,0.08,-14.82,,2.71,,3305.64,-14.79,,08-31
248,000815,美利云,0.04,-500.0,,1.25,,2511.01,-817.71,,08-31
249,600236,桂冠电力,0.21,75.0,,8.45,,126714.77,70.79,,08-31
250,603337,杰克股份,0.72,1.41,,9.97,,22001.11,57.34,,08-31
251,600292,远达环保,0.05,25.0,,0.78,,3813.29,26.54,,08-31
252,000913,钱江摩托,0.15,36.36,,2.75,,6738.68,33.04,,08-31
253,601618,中国中冶,0.12,9.09,,3.75,,290719.7,8.69,,08-31
254,002605,姚记扑克,0.11,24.47,,2.74,,4442.39,24.39,,08-31
255,601727,上海电气,0.12,18.48,,3.14,,176602.3,29.95,,08-31
256,600369,西南证券,0.05,-16.67,,1.58,,30469.11,-16.91,,08-31
257,000552,靖远煤电,0.15,21.75,,4.66,,34019.88,21.74,,08-31
258,600037,歌华有线,0.26,-3.45,,2.86,,36582.31,-3.43,,08-31
259,603718,海利生物,0.05,-37.79,,2.95,,3205.12,-40.46,,08-31
260,600469,风神股份,-0.16,-20.0,,-4.8,,-8992.88,-20.06,,08-31
261,600152,维科技术,0.12,-2.4,,3.99,,5565.36,51.42,,08-31
262,600900,长江电力,0.39,5.16,,6.24,,852242.41,5.15,,08-31
263,603165,荣晟环保,0.68,-54.36,,11.04,,12275.25,-32.08,,08-31
264,000780,平庄能源,-0.02,-115.38,,-0.51,,-2310.43,-117.04,,08-31
265,000800,一汽轿车,0.05,-70.1,,1.01,,8091.24,-70.08,,08-31
266,600617,国新能源,0.01,-87.57,,0.34,,1248.65,-87.55,,08-31
267,601021,春秋航空,0.83,20.29,,6.54,,72674.27,31.19,,08-31
268,600241,时代万恒,-0.12,1425.0,,-2.52,,-3578.93,1982.7,,08-31
269,600637,东方明珠,0.47,1.03,,4.41,,124010.36,1.35,,08-31
270,601111,中国国航,0.25,0.0,,3.92,,346851.9,4.27,,08-31
271,000061,农产品,-0.01,-273.33,,-0.37,,-1760.8,-273.39,,08-31
272,600654,ST中安,-0.07,75.0,,-4.53,,-9615.6,72.8,,08-31
273,000965,天保基建,0.22,29.41,,4.56,,23884.25,37.49,,08-31
274,000982,*ST中绒,-0.22,27.05,,-23.05,,-39413.57,27.05,,08-31
275,300340,科恒股份,0.31,-38.98,,2.58,,3708.17,-38.98,,08-30
276,000558,莱茵体育,0.02,38.39,,1.5,,1997.72,37.78,,08-30
277,002005,德豪润达,0.01,-123.7,,0.32,,2010.63,-129.94,,08-30
278,600398,海澜之家,0.46,9.52,,16.93,,206601.07,10.18,,08-30
279,000622,恒立实业,-0.01,-51.34,,-2.08,,-385.71,-51.42,,08-30
280,300083,劲胜智能,0.02,-90.48,,0.47,,2603.68,-91.4,,08-30
281,300406,九强生物,0.23,4.95,,7.15,,11453.16,5.34,,08-30
282,002374,丽鹏股份,0.04,-42.86,,1.19,,3827.64,-38.12,,08-30
283,603813,原尚股份,0.3,-18.92,,4.65,,2691.95,10.82,,08-30
284,600855,航天长峰,-0.02,-4250.0,,-0.56,,-555.65,-4571.11,10派0.088,08-30
285,300115,长盈精密,0.1,-74.36,,2.04,,9138.59,-74.11,,08-30
286,300438,鹏辉能源,0.55,52.78,,7.44,,15565.42,61.78,,08-30
287,300147,香雪制药,0.08,8.99,,1.56,,5380.55,10.75,,08-30
288,600552,凯盛科技,0.06,34.86,,1.98,,4748.28,35.0,,08-30
289,300163,先锋新材,-0.04,-840.74,,-3.03,,-2051.76,-904.16,,08-30
290,002133,广宇集团,0.34,325.0,,8.64,,26620.81,335.07,,08-30
291,603938,三孚股份,0.49,-12.5,,7.3,,7374.37,15.45,,08-30
292,600212,江泉实业,-0.02,-171.64,,-1.35,,-1010.57,-171.94,,08-30
293,300518,盛讯达,0.02,-96.02,,0.16,,177.76,-96.02,,08-30
294,600605,汇通能源,0.13,75.0,,2.87,,1961.44,74.33,,08-30
295,002181,粤传媒,0.03,-179.63,,1.01,,3994.77,-179.65,,08-30
296,601068,中铝国际,0.08,33.33,,,,23193.11,47.87,,08-30
297,300228,富瑞特装,-0.06,-164.44,,-1.53,,-2746.19,-162.69,,08-30
298,600642,申能股份,0.2,-5.63,,3.53,,91317.0,-5.65,,08-30
299,300244,迪安诊断,0.37,12.21,,8.41,,20407.01,12.7,,08-30
300,300663,科蓝软件,-0.16,-48.39,,-4.99,,-3307.99,8.02,,08-30
301,300350,华鹏飞,0.09,-18.18,,2.54,,4828.94,-17.5,,08-30
302,300680,隆盛科技,0.08,-71.43,,1.63,,559.5,-60.76,,08-30
303,300044,赛为智能,0.11,-27.04,,3.62,,8302.01,66.16,,08-30
304,300367,东方网力,0.15,22.21,,3.47,,12809.99,22.6,,08-30
305,300061,康旗股份,0.19,-9.52,,2.85,,9992.41,-8.19,,08-30
306,600061,国投资本,0.2,-41.18,,2.28,,83065.85,-34.44,,08-30
307,600439,瑞贝卡,0.11,19.35,,4.6,,12560.1,19.36,,08-30
308,300077,国民技术,0.02,-75.0,,0.48,,1239.85,-71.97,,08-30
309,002047,宝鹰股份,0.15,0.0,,5.37,,20632.86,7.7,,08-30
310,300093,金刚玻璃,0.06,27.55,,1.32,,1190.53,27.72,,08-30
311,300432,富临精工,0.15,-63.17,,1.95,,7891.99,-62.82,,08-30
312,600882,广泽股份,-0.02,-33.33,,-0.77,,-906.51,-25.67,,08-30
313,300141,和顺电气,0.01,0.0,,0.31,,126.38,-54.66,,08-30
314,603926,铁流股份,0.38,-33.33,,4.07,,4559.85,-15.06,,08-30
315,000752,西藏发展,0.03,0.0,,0.89,,701.32,0.03,,08-30
316,300173,智慧松德,0.05,-38.57,,1.83,,3107.32,-38.61,,08-30
317,300512,中亚股份,0.37,15.63,,6.79,,9869.35,12.63,,08-30
318,300206,理邦仪器,0.11,29.7,,5.04,,6337.11,29.76,,08-30
319,000820,神雾节能,-0.13,-139.39,,-7.96,,-8265.59,-139.79,,08-30
320,002512,达华智能,-0.21,-916.73,,-7.98,,-22450.74,-915.02,,08-30
321,300254,仟源医药,0.08,-18.28,,2.11,,1740.69,-18.31,,08-30
322,300597,吉大通信,0.06,-5.14,,1.82,,1329.75,-1.06,,08-30
323,300302,同有科技,0.04,43.0,,2.33,,1806.03,51.67,,08-30
324,300334,津膜科技,0.02,-125.0,,0.3,,495.15,-123.36,,08-30
325,002304,洋河股份,3.32,28.19,,15.95,,500499.18,28.06,,08-30
326,600000,浦发银行,0.95,-2.06,14.0,6.97,-4.02,2856900.0,1.43,,08-30
327,002004,华邦健康,0.15,-6.25,,3.22,,30998.52,-7.43,,08-30
328,601888,中国国旅,0.98,47.6,,12.94,,191911.67,47.6,,08-30
329,002325,洪涛股份,0.09,12.5,,2.99,,10996.48,6.12,,08-30
330,300049,福瑞股份,0.18,12.5,,3.17,,4822.12,21.71,,08-30
331,603699,纽威股份,0.15,7.14,,4.39,,11507.74,13.02,,08-30
332,300702,天宇股份,0.22,-73.81,,3.11,,4056.17,-46.18,,08-30
333,600834,申通地铁,0.04,-61.06,,1.21,,1785.33,-61.05,,08-30
334,300098,高新兴,0.14,-18.94,,4.79,,25056.8,31.09,,08-30
335,600854,春兰股份,0.22,39.31,,5.61,,11267.22,39.27,,08-30
336,600531,豫光金铅,0.06,-24.84,,1.95,,6436.12,-24.81,,08-30
337,300162,雷曼股份,0.03,-50.0,,1.07,,1167.13,-45.92,,08-30
338,000005,世纪星源,0.01,-145.83,,0.61,,814.67,-145.88,,08-30
339,300551,古鳌科技,-0.18,90.22,,-3.79,,-1946.86,185.25,,08-30
340,002228,合兴包装,0.35,400.0,,16.56,,40963.48,476.37,,08-30
341,600284,浦东建设,0.17,-21.98,,2.93,,16223.43,9.23,,08-30
