,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
795,600743,华远地产,0.03,-80.47,,0.81,,5957.47,-80.23,,08-29
796,601800,中国交建,0.45,9.76,,4.61,,817506.42,8.45,,08-29
797,000554,泰山石油,0.0,18.75,,0.1,,92.19,17.78,,08-29
798,600395,盘江股份,0.32,14.75,,7.87,,52756.28,14.46,,08-29
799,002339,积成电子,0.01,-126.5,,0.12,,210.59,-127.05,,08-29
800,603000,人民网,-0.02,-33.33,,-0.84,,-2323.76,-18.78,,08-29
801,300387,富邦股份,0.16,-54.29,,5.78,,4656.5,6.11,,08-29
802,002676,顺威股份,-0.02,-190.86,,-1.11,,-1141.28,-190.73,,08-29
803,002693,双成药业,-0.05,25.0,,-3.23,,-1880.73,7.22,,08-29
804,300419,浩丰科技,0.04,-50.0,,1.03,,1557.53,-49.28,,08-29
805,000687,华讯方舟,0.07,-20.9,,3.37,,5077.4,-20.85,,08-29
806,300128,锦富技术,0.0,-92.77,,0.06,,126.7,-90.93,,08-29
807,002130,沃尔核材,0.08,87.75,,3.46,,9658.28,77.22,,08-29
808,300176,鸿特科技,1.88,338.06,,29.45,,38242.97,732.4,10派0.5转9,08-29
809,000823,超声电子,0.14,-20.26,,2.42,,7651.0,-20.26,,08-29
810,000039,中集集团,0.31,19.85,10.27,2.95,-0.29,96539.7,21.14,,08-29
811,600639,浦东金桥,0.36,7.87,,4.6,,40006.21,7.87,,08-29
812,601116,三江购物,0.14,-13.81,,3.45,,5693.58,-13.81,,08-29
813,002532,新界泵业,0.13,-31.58,,4.83,,6837.17,-30.71,,08-29
814,300600,瑞特股份,0.58,-1.03,,6.3,,5768.67,-1.03,,08-29
815,002259,ST升达,-0.04,-466.95,,-1.97,,-3260.7,-466.68,,08-29
816,601595,上海电影,0.16,-44.83,,2.78,,5866.1,-45.04,,08-29
817,600727,鲁北化工,0.15,87.5,,4.36,,5173.44,92.56,,08-29
818,002312,三泰控股,-0.09,-35.71,,-3.86,,-12885.76,-34.57,,08-29
819,300671,富满电子,0.27,-6.9,,7.39,,3838.1,75.15,,08-29
820,002649,博彦科技,0.15,1.35,,3.51,,7750.62,0.45,,08-29
821,300706,阿石创,0.14,-62.16,,4.59,,1919.88,-12.22,,08-29
822,300408,三环集团,0.32,28.0,,8.65,,55184.96,28.37,,08-29
823,002698,博实股份,0.12,99.0,,4.15,,8136.11,87.79,,08-29
824,600499,科达洁能,0.18,-9.64,,5.04,,28060.34,0.91,,08-29
825,300440,运达科技,0.1,-32.81,,3.45,,4510.33,-32.54,,08-29
826,002103,广博股份,0.08,-33.33,,2.4,,4301.67,-32.87,,08-29
827,300165,天瑞仪器,0.05,-45.57,,1.41,,2300.5,-45.53,,08-29
828,600573,惠泉啤酒,0.01,62.5,,0.3,,332.31,65.52,,08-29
829,002151,北斗星通,0.09,80.0,,1.1,,4807.56,88.41,,08-29
830,603987,康德莱,0.2,17.65,,5.0,,6312.51,17.04,,08-29
831,002802,洪汇新材,0.35,0.0,,6.16,,3841.38,1.08,,08-29
832,002183,怡亚通,0.16,0.0,,5.64,,34228.14,3.63,,08-29
833,300571,平治信息,0.92,-26.98,,28.53,,11006.4,118.71,,08-29
834,000888,峨眉山A,0.13,11.59,,3.16,,7003.52,11.56,,08-29
835,300605,恒锋信息,0.17,1.16,,3.21,,1463.47,5.88,,08-29
836,002569,步森股份,-0.09,-55.0,,-2.63,,-1273.63,-54.48,,08-29
837,000502,绿景控股,-0.13,-38.1,,-20.77,,-2427.25,-37.84,,08-29
838,601607,上海医药,0.72,0.84,,5.48,,203330.63,5.62,,08-29
839,300310,宜通世纪,-0.52,-500.0,,-14.09,,-46816.33,-552.78,,08-29
840,000757,浩物股份,0.13,160.0,,9.26,,6018.73,178.01,,08-29
841,600985,雷鸣科化,0.24,26.32,,4.06,,7216.84,40.99,,08-29
842,002163,中航三鑫,-0.02,-60.0,,-2.29,,-1602.17,-59.68,,08-29
843,603258,电魂网络,0.22,-38.89,,3.19,,5180.22,-39.83,,08-29
844,600603,广汇物流,0.15,-25.0,,3.21,,18994.76,69.76,,08-29
845,002516,旷达科技,0.1,-13.84,,3.59,,14870.66,-12.86,10派2,08-29
846,000883,湖北能源,0.22,4.76,,5.39,,141270.12,5.15,,08-29
847,002884,凌霄泵业,0.76,-42.42,,7.56,,9468.1,23.92,,08-29
848,300601,康泰生物,0.46,170.59,,22.21,,28636.64,305.92,,08-29
849,603533,掌阅科技,0.2,,,7.64,,7845.71,15.33,,08-29
850,600320,振华重工,0.04,23.33,,1.08,,16211.88,40.45,,08-29
851,300618,寒锐钴业,2.75,113.18,,39.54,,52877.92,288.97,,08-29
852,000995,*ST皇台,-0.17,-45.16,,,,-2988.63,-45.29,,08-29
853,600027,华电国际,0.1,-576.19,,2.33,,98648.0,-565.63,,08-29
854,002666,德联集团,0.08,14.29,,2.08,,5968.11,7.73,,08-29
855,002040,南京港,0.16,28.31,,2.43,,5924.19,28.31,,08-29
856,002361,神剑股份,0.05,-16.67,,2.32,,4520.66,-18.27,,08-29
857,603730,岱美股份,0.74,-2.63,,9.5,,30209.29,10.6,,08-29
858,002056,横店东磁,0.2,45.19,,6.88,,32202.8,45.2,,08-29
859,600088,中视传媒,0.14,-10.0,,4.82,,5384.71,8.14,,08-29
860,600518,康美药业,0.53,20.82,,8.58,,260458.16,21.06,,08-29
861,600874,创业环保,0.2,11.11,,5.28,,28256.5,10.78,,08-29
862,603886,元祖股份,0.09,800.0,,1.71,,2105.31,513.76,,08-29
863,002457,青龙管业,0.02,-114.55,,0.35,,623.79,-114.57,,08-29
864,600992,贵绳股份,0.05,21.79,,0.84,,1164.67,21.71,,08-29
865,601010,文峰股份,0.09,-1.44,,3.69,,16393.19,-4.43,,08-29
866,002200,云投生态,-1.09,631.54,,-58.19,,-20078.84,632.92,,08-29
867,002889,东方嘉盛,0.55,-21.32,,5.7,,7588.59,4.82,,08-29
868,300279,和晶科技,0.08,-26.99,,2.19,,3705.59,-26.96,,08-29
869,000955,欣龙控股,-0.05,-26.07,,-3.52,,-2504.15,-26.08,,08-29
870,600755,厦门国贸,0.44,15.79,,6.69,,114267.01,44.88,,08-29
871,300075,数字政通,0.19,18.75,,3.87,,8062.98,28.33,,08-29
872,000631,顺发恒业,0.31,158.33,,12.12,,75347.04,149.24,,08-29
873,300748,金力永磁,0.14,-22.22,2.23,6.38,0.11,5218.24,-22.19,,08-29
874,002739,万达电影,0.77,1.46,,7.47,,90023.28,1.46,,08-29
875,600543,莫高股份,0.05,25.0,,1.28,,1446.99,1.56,,08-29
876,603159,上海亚虹,0.22,4.76,,5.58,,2182.69,4.69,,08-29
877,600167,联美控股,0.34,-46.31,,8.09,,59606.84,32.42,,08-29
878,300171,东富龙,0.07,-47.7,,1.43,,4294.09,-47.66,,08-29
879,002141,贤丰控股,0.0,-61.7,,0.16,,207.3,-61.36,,08-29
880,002791,坚朗五金,0.1,-68.75,,1.2,,3144.73,-69.08,,08-29
881,300188,美亚柏科,0.05,-24.24,,1.69,,3976.53,22.25,,08-29
882,600614,鹏起科技,0.09,-23.08,,3.14,,15690.72,-23.67,,08-29
883,300543,朗科智能,0.16,-71.85,,2.93,,1953.53,-51.84,,08-29
884,002510,天汽模,0.09,0.0,,3.21,,7826.26,2.45,,08-29
885,601106,中国一重,0.01,123.33,,0.42,,4602.72,134.79,,08-29
886,601336,新华保险,1.86,78.85,21.08,8.85,1.33,579900.0,79.15,,08-29
887,000554,泰山石油,0.0,18.75,,0.1,,92.19,17.78,,08-29
888,600395,盘江股份,0.32,14.75,,7.87,,52756.28,14.46,,08-29
889,002339,积成电子,0.01,-126.5,,0.12,,210.59,-127.05,,08-29
890,603000,人民网,-0.02,-33.33,,-0.84,,-2323.76,-18.78,,08-29
891,300387,富邦股份,0.16,-54.29,,5.78,,4656.5,6.11,,08-29
892,002676,顺威股份,-0.02,-190.86,,-1.11,,-1141.28,-190.73,,08-29
893,002693,双成药业,-0.05,25.0,,-3.23,,-1880.73,7.22,,08-29
894,300419,浩丰科技,0.04,-50.0,,1.03,,1557.53,-49.28,,08-29
895,000687,华讯方舟,0.07,-20.9,,3.37,,5077.4,-20.85,,08-29
896,300128,锦富技术,0.0,-92.77,,0.06,,126.7,-90.93,,08-29
897,002130,沃尔核材,0.08,87.75,,3.46,,9658.28,77.22,,08-29
898,300176,鸿特科技,1.88,338.06,,29.45,,38242.97,732.4,10派0.5转9,08-29
899,000823,超声电子,0.14,-20.26,,2.42,,7651.0,-20.26,,08-29
900,002358,森源电气,0.26,23.81,,4.8,,24030.3,20.95,,08-29
901,603779,威龙股份,0.13,0.0,,2.11,,2963.84,12.82,,08-29
902,000650,仁和药业,0.2,51.19,,7.81,,24437.41,51.27,,08-29
903,300443,金雷风电,0.17,-58.8,,2.44,,4006.92,-58.79,,08-29
904,603110,东方材料,0.16,-42.86,,2.73,,1711.92,-21.37,,08-29
905,603888,新华网,0.21,1.48,,3.98,,11062.32,3.33,,08-29
906,002122,*ST天马,-0.08,-376.67,,-2.12,,-9907.63,-379.33,,08-29
907,603917,合力科技,0.3,-33.3,,5.43,,4628.74,24.49,,08-29
908,002491,通鼎互联,0.28,21.2,,7.37,,35043.67,24.62,,08-29
909,300540,深冷股份,0.06,-33.56,,1.12,,729.94,-1.71,,08-29
910,000030,富奥股份,0.37,5.71,,8.03,,48141.4,6.17,,08-29
911,600255,梦舟股份,0.02,300.0,,0.8,,2771.29,258.21,,08-29
912,600648,外高桥,0.46,91.67,,5.17,,52361.76,90.18,,08-29
913,000868,安凯客车,-0.2,400.0,,-13.91,,-14212.95,393.78,,08-29
914,300575,中旗股份,1.11,27.59,,7.78,,8140.39,27.56,,08-29
915,600666,奥瑞德,0.03,-50.0,,1.57,,4172.98,-44.62,,08-29
916,000338,潍柴动力,0.55,66.67,,11.77,,439258.74,65.76,10派1.8,08-29
917,002572,索菲亚,0.4,25.35,,8.17,,36894.74,25.38,,08-29
918,000526,紫光学大,1.05,0.68,,83.38,,10109.69,0.68,,08-29
919,600735,新华锦,0.09,-1.19,,4.07,,3421.31,-1.25,,08-29
920,300658,延江股份,0.15,-72.73,,2.21,,1651.88,-62.09,,08-29
921,300023,宝德股份,0.07,-52.86,,1.9,,2055.23,-52.84,,08-29
922,601858,中国科传,0.14,16.67,,3.55,,11255.89,26.02,,08-29
923,600010,包钢股份,0.03,141.09,,2.82,,141622.9,141.0,,08-29
924,600386,北巴传媒,0.05,-16.67,,2.2,,4003.96,-11.64,,08-29
925,601908,京运通,0.17,88.89,,4.93,,33193.23,82.34,,08-29
926,600029,南方航空,0.21,-25.0,,4.17,,213700.0,-22.8,,08-29
927,603680,今创集团,0.47,-18.88,,6.22,,19158.92,-12.52,,08-29
928,601989,中国重工,0.04,29.41,,1.18,,95252.09,51.73,,08-29
929,002668,奥马电器,0.42,-27.59,,7.39,,26655.85,41.97,,08-29
930,603797,联泰环保,0.17,6.25,,3.59,,3731.32,31.47,,08-29
931,600108,亚盛集团,0.02,30.9,,0.96,,4538.69,30.95,,08-29
932,000678,襄阳轴承,-0.01,-198.52,,-0.39,,-487.81,-204.58,,08-29
933,603161,科华控股,0.38,-33.33,,4.33,,4813.6,-16.1,,08-29
934,600169,太原重工,0.0,-60.71,,0.13,,558.16,-61.23,,08-29
935,600187,国中水务,0.0,-66.67,,0.06,,209.71,-65.93,,08-29
936,300496,中科创达,0.15,7.81,,4.71,,6106.23,5.64,,08-29
937,603970,中农立华,0.5,-21.97,,9.84,,8046.43,24.84,,08-29
938,600981,汇鸿集团,0.1,-9.09,,3.11,,23236.39,-4.19,,08-29
939,300190,维尔利,0.13,-23.53,,2.94,,10786.33,53.78,,08-29
940,002159,三特索道,0.7,-391.67,,11.04,,9653.37,-387.56,,08-29
941,603998,方盛制药,0.11,0.0,,4.6,,4635.0,0.07,,08-29
942,600599,熊猫金控,0.02,-67.73,,0.42,,302.88,-67.66,,08-29
943,300238,冠昊生物,0.02,-80.0,,0.52,,609.49,-76.28,,08-29
944,002207,ST准油,-0.05,-127.78,,-3.28,,-1129.78,-125.99,,08-29
945,000060,中金岭南,0.17,-32.0,,5.94,,60668.95,9.89,,08-29
946,601226,华电重工,0.01,-122.51,,0.25,,885.81,-122.44,,08-29
947,300270,中威电子,0.11,10.0,,4.19,,2895.79,4.66,,08-29
948,601360,三六零,0.23,249.54,,8.55,,153701.4,5781.97,,08-29
949,300647,超频三,0.04,-80.95,,1.66,,913.93,-54.61,,08-29
950,600373,中文传媒,0.62,6.9,,6.8,,85207.42,7.22,,08-29
951,300028,金亚科技,0.11,-273.01,,20.11,,3881.19,-273.03,,08-29
952,002031,巨轮智能,0.01,5.22,,1.02,,3094.26,5.21,,08-29
953,300384,三联虹普,0.5,37.41,,5.15,,8367.04,47.5,10转9,08-29
954,002368,太极股份,0.05,-3.4,,0.76,,2006.2,2.42,,08-29
955,600489,中金黄金,0.04,-33.33,,0.92,,12452.87,-41.37,,08-29
956,000665,湖北广电,0.28,-9.68,,3.01,,17913.94,-8.61,,08-29
957,300109,新开源,0.32,6.67,,4.09,,5350.23,4.39,,08-29
958,002730,电光科技,0.09,28.57,,3.13,,2846.64,20.27,,08-29
959,300195,长荣股份,0.21,10.53,,2.37,,9051.74,23.38,10派4.5,08-29
960,603890,春秋电子,0.19,-74.32,,2.74,,3685.08,-51.22,,08-29
961,002124,天邦股份,0.07,-63.86,,2.64,,8057.48,-40.57,,08-29
962,002445,中南文化,0.06,-62.5,,1.05,,4569.37,-65.52,,08-29
963,002773,康弘药业,0.46,32.41,,8.46,,31028.36,33.13,,08-29
964,603286,日盈电子,0.14,-44.0,,2.97,,1275.63,-24.25,,08-29
965,000014,沙河股份,0.02,-21.94,,0.42,,308.34,-21.88,,08-29
966,603316,诚邦股份,0.17,-22.73,,4.24,,3451.46,2.93,,08-29
967,002220,天宝食品,0.04,-75.0,,0.99,,2739.67,-68.34,,08-29
968,600687,刚泰控股,0.07,-57.31,,1.76,,10810.71,-57.5,,08-29
969,002269,美邦服饰,0.02,-211.11,,2.0,,5311.44,-218.69,,08-29
970,002929,润建通信,0.51,-16.72,,8.04,,10269.72,0.93,,08-29
971,000529,广弘控股,0.1,11.11,,4.26,,5867.06,10.3,,08-29
972,600737,中粮糖业,0.25,45.55,,6.86,,50943.67,45.5,,08-29
973,300660,江苏雷利,1.0,-37.5,,5.66,,11510.44,-9.86,,08-29
974,002622,融钰集团,0.0,-92.67,,0.15,,187.08,-92.42,,08-29
975,300682,朗新科技,-0.18,-7368.0,,-6.69,,-7571.54,-8536.85,,08-29
976,601949,中国出版,0.05,58.33,,1.51,,8654.19,123.75,,08-29
977,002354,天神娱乐,0.22,-61.62,,2.24,,20852.45,-58.72,,08-29
978,002370,亚太药业,0.24,-36.84,,5.44,,13134.99,29.27,,08-29
979,002081,金螳螂,0.37,10.26,,8.39,,98854.67,10.27,,08-29
980,603878,武进不锈,0.46,58.62,,4.46,,9195.43,54.53,,08-29
981,600528,中铁工业,0.32,0.63,,4.83,,71057.6,9.86,,08-29
982,300482,万孚生物,0.9,45.16,,12.05,,16209.16,48.37,,08-29
983,600963,岳阳林纸,0.21,201.43,,3.7,,29552.44,263.27,,08-29
984,600584,长电科技,0.01,-88.57,,0.11,,1085.92,-87.8,,08-29
985,601002,晋亿实业,0.08,-26.21,,2.4,,6006.59,-26.78,,08-29
986,600638,新黄浦,0.2,-82.14,,2.59,,11049.25,-82.14,,08-29
987,603386,广东骏亚,0.2,11.11,,6.36,,4043.75,44.64,,08-29
988,000153,丰原药业,0.12,-13.91,,3.09,,3808.11,-12.56,,08-29
989,600692,亚通股份,0.07,7.23,,3.31,,2345.86,7.2,,08-29
990,000428,华天酒店,-0.14,41.0,,-4.87,,-14318.84,46.81,,08-29
991,000966,长源电力,0.02,-126.81,,0.74,,2414.39,-126.78,,08-29
992,601668,中国建筑,0.42,-26.32,,7.97,,1913767.6,6.1,,08-29
993,601818,光大银行,0.32,-5.88,5.22,6.18,2.31,1807500.0,6.71,,08-29
994,300341,麦迪电气,0.09,-12.98,,5.11,,4744.87,-12.64,,08-29
995,002311,海大集团,0.38,15.15,,8.8,,60043.1,15.75,,08-29
996,000559,万向钱潮,0.16,1.86,,9.0,,45019.72,1.41,,08-29
997,002038,双鹭药业,0.51,50.43,,7.88,,35017.78,50.44,,08-29
998,300084,海默科技,-0.07,-1448.08,,-1.52,,-2696.78,-1450.92,,08-29
999,603103,横店影视,0.5,0.0,,10.89,,22723.42,13.14,,08-29
1000,300487,蓝晓科技,0.3,11.11,,7.17,,6045.24,12.74,,08-29
1001,600195,中牧股份,0.45,68.88,,5.09,,19241.72,68.89,,08-29
1002,300503,昊志机电,0.13,-7.14,,4.12,,3202.29,-16.73,,08-29
1003,002819,东方中科,0.1,58.29,,2.57,,1092.22,58.13,,08-29
1004,000045,深纺织A,0.02,-33.33,,0.4,,964.7,-33.28,,08-29
1005,601288,农业银行,0.35,6.06,4.24,8.36,-0.63,11578900.0,6.63,,08-29
1006,002905,金逸影视,0.32,-58.97,,4.52,,8730.69,-11.14,,08-29
1007,300293,蓝英装备,0.04,6.68,,1.57,,1162.54,6.65,,08-29
1008,002263,*ST东南,,,,0.11,,238.78,-188.38,,08-29
1009,000590,启迪古汉,0.01,-76.7,,0.59,,345.48,-75.27,,08-29
1010,300056,三维丝,-0.09,-81.63,,-2.39,,-3302.75,-82.35,,08-29
1011,002027,分众传媒,0.23,-20.69,,28.24,,334696.0,32.14,,08-29
1012,600057,厦门象屿,0.24,4.35,,5.75,,58587.2,97.31,,08-29
1013,603028,赛福天,0.04,-55.56,,1.39,,951.87,-49.39,,08-29
1014,600109,国金证券,0.16,-9.89,,2.62,,49556.85,-9.95,,08-29
1015,600503,华丽家族,0.01,-82.03,,0.32,,1139.37,-81.99,,08-29
1016,002123,梦网集团,0.13,-27.78,,2.23,,10667.09,-31.15,,08-29
1017,603157,拉夏贝尔,0.43,-24.56,,5.93,,23582.7,-16.3,10派2.5,08-29
1018,600977,中国电影,0.36,10.87,,6.25,,66672.21,10.97,,08-29
1019,000031,中粮地产,0.34,277.78,,9.03,,62406.77,301.84,,08-29
1020,603233,大参林,0.72,4.35,,9.93,,28796.57,15.92,,08-29
1021,600600,青岛啤酒,0.96,13.41,,7.32,,130222.5,13.39,,08-29
1022,000880,潍柴重机,0.16,100.0,,3.33,,4490.8,103.03,,08-29
1023,603477,振静股份,0.12,-20.0,,3.45,,2797.02,6.15,,08-29
1024,300598,诚迈科技,0.02,-87.22,,0.37,,166.34,-86.13,,08-29
1025,002256,兆新股份,0.03,0.0,,2.81,,6354.12,0.6,,08-29
1026,600317,营口港,0.05,38.17,,3.2,,35164.77,38.07,,08-29
1027,600764,中国海防,0.04,-54.66,,1.43,,1577.72,-45.93,,08-29
1028,300686,智动力,0.03,-86.78,,0.66,,409.24,-80.34,,08-29
1029,002647,仁东控股,0.02,470.0,,1.19,,957.03,753.93,,08-29
1030,600800,天津磁卡,-0.05,-7.41,,-67.66,,-2957.86,-10.46,,08-29
1031,002358,森源电气,0.26,23.81,,4.8,,24030.3,20.95,,08-29
1032,603779,威龙股份,0.13,0.0,,2.11,,2963.84,12.82,,08-29
1033,000650,仁和药业,0.2,51.19,,7.81,,24437.41,51.27,,08-29
1034,000691,亚太实业,-0.01,-44.72,,-3.0,,-219.72,-44.92,,08-29
1035,600871,*ST油服,0.02,-113.64,,8.99,,40094.9,-117.54,,08-29
1036,300486,东杰智能,0.29,52.63,,4.9,,3436.69,27.07,,08-29
1037,603360,百傲化学,0.34,-24.44,,8.79,,6308.68,15.53,,08-29
1038,002886,沃特股份,0.15,-34.35,,2.82,,1781.87,0.58,,08-29
1039,300603,立昂技术,0.03,-91.09,,0.79,,338.94,-90.71,,08-29
1040,600340,华夏幸福,2.25,23.63,,16.55,,692657.01,29.05,,08-29
1041,600362,江西铜业,0.37,54.17,,2.63,,127763.07,53.89,,08-29
1042,601811,新华文轩,0.36,-10.0,,5.52,,44889.64,-9.85,,08-29
1043,300691,联合光电,0.23,-54.0,,3.65,,3139.15,-38.39,,08-28
1044,002026,山东威达,0.19,0.0,,3.4,,8110.56,4.29,,08-28
1045,600056,中国医药,0.79,28.65,,10.32,,83956.63,28.64,,08-28
1046,603709,中源家居,0.34,-48.48,,5.89,,2462.16,-38.27,,08-28
1047,300072,三聚环保,0.68,0.0,,12.91,,121416.5,0.1,,08-28
1048,600073,上海梅林,0.31,4.38,,7.91,,29108.37,4.39,,08-28
1049,002685,华东重机,0.25,793.57,,5.64,,25212.65,1206.11,,08-28
1050,002058,威尔泰,-0.02,-40.63,,-1.44,,-268.67,-41.73,,08-28
1051,600090,同济堂,0.16,-5.88,,3.86,,22906.52,-6.69,10派2,08-28
1052,600483,福能股份,0.26,36.84,,3.8,,40665.94,37.85,,08-28
1053,600841,上柴股份,0.09,17.5,,2.23,,8170.98,25.12,,08-28
1054,603045,福达合金,0.33,4.9,,4.63,,2542.54,9.61,,08-28
1055,002736,国信证券,0.12,-47.83,,2.16,,115759.87,-42.5,,08-28
1056,300459,金科文化,0.28,117.75,,6.44,,55380.59,171.28,,08-28
1057,600893,航发动力,0.16,100.0,,1.39,,35991.25,125.92,,08-28
1058,600218,全柴动力,0.1,-21.88,,1.93,,3707.0,-21.55,,08-28
1059,300217,东方电热,0.06,112.79,,4.2,,8054.0,113.32,,08-28
1060,600235,民丰特纸,0.04,26.67,,1.04,,1338.07,27.92,,08-28
1061,002218,拓日新能,0.04,-69.5,,1.86,,5316.29,-38.96,,08-28
1062,002540,亚太科技,0.15,3.13,,3.96,,18813.55,25.94,,08-28
1063,601212,白银有色,-0.01,-170.0,,-0.99,,-9699.84,-171.92,,08-28
1064,002556,辉隆股份,0.15,14.79,,4.51,,10469.71,14.75,,08-28
1065,603508,思维列控,0.62,31.91,,3.87,,9976.04,31.37,,08-28
1066,300007,汉威科技,0.23,21.05,,4.67,,6667.69,20.97,,08-28
1067,601718,际华集团,0.05,-61.54,,1.25,,23634.03,-54.0,,08-28
1068,300329,海伦钢琴,0.12,50.31,,3.58,,3040.99,50.36,,08-28
1069,600757,长江传媒,0.4,29.03,,7.68,,48427.44,27.19,,08-28
1070,001965,招商公路,0.33,,,4.59,,201191.13,17.12,,08-28
1071,603661,恒林股份,0.57,-58.7,,2.58,,5652.46,-45.47,,08-28
1072,300715,凯伦股份,0.19,-45.71,,6.47,,2522.58,34.91,,08-28
1073,002400,省广集团,0.07,-36.36,,2.43,,12315.52,-35.12,,08-28
1074,603829,洛凯股份,0.13,-31.58,,3.46,,2135.84,-5.2,,08-28
1075,300125,易世达,0.13,-208.33,,2.87,,2240.38,-259.17,,08-28
1076,002095,生意宝,0.11,120.0,,3.29,,2781.78,102.62,,08-28
1077,600130,波导股份,0.04,-200.0,,3.66,,3143.56,-207.81,,08-28
1078,002416,爱施德,0.12,-18.66,,2.79,,15389.36,-2.44,,08-28
1079,300464,星徽精密,-0.03,-149.38,,-1.3,,-657.49,-148.95,,08-28
1080,002432,九安医疗,-0.11,-3.91,,-3.39,,-4576.46,-4.4,,08-28
1081,600898,国美通讯,-0.18,216.76,,-10.36,,-4487.78,217.01,,08-28
1082,300480,光力科技,0.1,11.11,,2.91,,1932.56,12.36,,08-28
1083,603196,日播时尚,0.07,-43.75,,1.9,,1792.81,-28.97,,08-28
1084,600582,天地科技,0.12,41.98,,3.12,,47533.42,41.78,,08-28
1085,002496,ST辉丰,0.07,-58.06,,2.57,,9812.43,-58.07,,08-28
1086,002846,英联股份,0.07,-65.62,,2.63,,1402.15,-42.03,,08-28
1087,000878,云南铜业,0.19,103.52,,4.41,,26236.01,103.94,,08-28
1088,603383,顶点软件,0.31,-21.9,,3.8,,3628.39,38.13,,08-28
1089,000919,金陵药业,0.18,-11.12,,3.4,,8943.01,-11.1,,08-28
1090,601567,三星医疗,0.15,-6.25,,2.79,,20988.67,-9.37,,08-28
1091,603569,长久物流,0.29,-17.14,,7.34,,16233.23,14.79,,08-28
1092,600724,宁波富达,0.15,184.92,,12.12,,22108.93,185.03,,08-28
1093,002932,明德生物,0.78,14.71,,14.9,,3873.03,13.47,10派4,08-28
1094,603600,永艺股份,0.18,-30.77,,5.5,,4757.64,-27.45,10派2.8,08-28
1095,300355,蒙草生态,0.12,-52.0,,5.13,,18956.55,-52.2,,08-28
1096,002646,青青稞酒,0.2,-16.76,,3.75,,8806.18,-16.75,,08-28
1097,000581,威孚高科,1.53,16.79,,9.92,,154524.27,16.54,,08-28
1098,600798,宁波海运,0.08,46.96,,2.96,,8488.49,47.1,,08-28
1099,002036,联创电子,0.17,21.09,,5.02,,9642.62,16.11,,08-28
1100,002357,富临运业,0.14,-33.12,,3.87,,4260.65,-33.11,,08-28
1101,603726,朗迪集团,0.52,-22.39,,8.28,,6926.62,9.61,,08-28
1102,300720,海川智能,0.22,-15.38,,3.67,,1557.64,11.22,,08-28
1103,603778,乾景园林,0.02,-50.0,,1.17,,1196.44,-44.67,,08-28
1104,300738,奥飞数据,0.4,-40.3,,5.22,,2527.97,-22.69,,08-28
1105,300421,力星股份,0.28,0.64,,3.17,,3752.59,2.97,10派3,08-28
1106,300469,信息发展,-0.03,-83.12,,-0.42,,-178.39,-83.08,,08-28
1107,002765,蓝黛传动,0.1,-33.33,,3.55,,4384.51,-31.65,,08-28
1108,600175,美都能源,0.03,200.0,,1.03,,11011.29,393.97,,08-28
1109,603937,丽岛新材,0.24,-11.11,,4.08,,5072.97,20.74,,08-28
1110,002781,奇信股份,0.4,29.03,,4.94,,8987.41,28.93,,08-28
1111,600986,科达股份,0.4,73.91,,6.15,,38362.44,87.9,,08-28
1112,600621,华鑫股份,0.03,-50.0,,0.54,,3537.11,-47.72,,08-28
1113,002833,弘亚数控,1.21,31.52,,16.07,,16393.2,33.54,10派3,08-28
1114,300227,光韵达,0.11,19.39,,3.53,,2507.94,77.4,,08-28
1115,002196,方正电机,0.1,-21.72,,1.79,,4449.06,-21.77,,08-28
1116,000858,五粮液,1.86,41.91,,12.37,,711025.56,43.02,,08-28
1117,600267,海正药业,0.02,7.14,,0.22,,1484.5,9.93,,08-28
1118,300259,新天科技,0.05,-28.57,,3.12,,5857.27,63.02,,08-28
1119,300585,奥联电子,0.18,-52.63,,6.15,,2842.66,-6.15,,08-28
1120,002885,京泉华,0.4,-31.73,,4.68,,3179.45,-8.97,,08-28
1121,601377,兴业证券,0.1,-48.1,,2.04,,68657.64,-47.56,,08-28
1122,603535,嘉诚国际,0.42,-4.55,,4.52,,6299.72,27.76,,08-28
1123,000488,晨鸣纸业,0.36,-52.0,,5.77,,178463.1,2.24,,08-28
1124,000950,重药控股,0.18,-228.57,,4.51,,30949.06,-482.32,,08-28
1125,300307,慈星股份,0.17,-22.73,,3.27,,13367.35,-22.75,,08-28
1126,600339,中油工程,0.02,-79.92,,0.52,,11873.7,-79.35,,08-28
1127,600768,宁波富邦,-0.02,-77.0,,-2.33,,-311.53,-76.7,,08-28
1128,300071,华谊嘉信,0.06,20.0,,4.3,,3891.65,5.96,,08-28
1129,002041,登海种业,0.04,-72.08,,1.2,,3383.73,-72.12,,08-28
1130,603008,喜临门,0.31,29.17,,4.37,,12284.77,29.55,,08-28
1131,300725,药石科技,0.67,15.36,,10.33,,5315.67,67.45,,08-28
1132,002684,猛狮科技,-0.54,-700.0,,-12.14,,-30815.92,-752.61,,08-28
1133,002057,中钢天源,0.18,-20.29,,5.49,,7058.92,30.3,,08-28
1134,600089,特变电工,0.38,-8.84,,4.64,,142482.1,4.58,,08-28
1135,600482,中国动力,0.36,12.5,,2.34,,61700.66,10.04,,08-28
1136,300103,达刚路机,0.06,-35.71,,2.27,,2034.39,-3.6,,08-28
